date,demographic,product,sales_amount,profit_margin,comment,cluster,cluster_text_aug
2024-11-21,Young adults,Cherry DR Pepper,3.38,0.16,Prefer sugar-free.,1,1
2019-07-09,Middle-aged,DR Pepper Classic,3.56,0.181,Prefer sugar-free.,1,1
2023-05-28,Middle-aged,Cherry DR Pepper,3.43,0.192,Too sweet for me.,1,1
2023-01-18,Teens,DR Pepper Zero Sugar,2.8,0.108,Prefer sugar-free.,2,3
2019-06-17,Middle-aged,DR Pepper Classic,2.85,0.23,Great value for money.,1,1
2019-09-26,Middle-aged,Cherry DR Pepper,4.08,0.208,Too sweet for me.,1,1
2020-09-04,Seniors,DR Pepper Zero Sugar,3.39,0.182,Packaging was damaged.,0,3
2019-05-19,Young adults,DR Pepper Classic,3.89,0.167,Bought for family gathering.,1,1
2022-09-04,Middle-aged,DR Pepper Classic,3.29,0.232,Okay but not my favorite.,1,1
2023-12-21,Middle-aged,DR Pepper Classic,3.67,0.215,Enjoyed with lunch.,1,1
2020-08-14,Teens,DR Pepper Classic,4.5,0.156,Enjoyed with lunch.,2,2
2021-08-16,Middle-aged,DR Pepper Zero Sugar,3.15,0.23,Great value for money.,0,3
2018-08-07,Young adults,Cherry DR Pepper,3.12,0.13,Perfect for parties.,1,1
2021-09-19,Teens,DR Pepper Zero Sugar,2.57,0.156,Perfect for parties.,0,3
2019-01-22,Middle-aged,DR Pepper Classic,3.05,0.18,Perfect for parties.,1,1
2020-08-08,Young adults,DR Pepper Classic,4.16,0.158,Too sweet for me.,1,1
2018-04-24,Young adults,Cherry DR Pepper,3.9,0.204,Enjoyed with lunch.,1,1
2018-03-01,Young adults,DR Pepper Zero Sugar,2.21,0.221,Packaging was damaged.,0,0
2020-07-15,Teens,Cherry DR Pepper,4.35,0.188,Perfect for parties.,2,2
2020-01-25,Young adults,DR Pepper Classic,3.78,0.18,Packaging was damaged.,1,1
2023-12-03,Young adults,DR Pepper Classic,3.59,0.17,Packaging was damaged.,1,1
2018-10-22,Young adults,DR Pepper Classic,4.26,0.217,Bought for family gathering.,1,1
2021-11-04,Teens,DR Pepper Classic,3.39,0.121,Okay but not my favorite.,2,2
2019-09-08,Young adults,Diet DR Pepper,3.88,0.231,Enjoyed with lunch.,3,1
2022-05-03,Middle-aged,DR Pepper Classic,2.4,0.188,Okay but not my favorite.,1,1
2023-10-29,Seniors,Cherry DR Pepper,3.33,0.169,Perfect for parties.,1,1
2020-11-16,Young adults,DR Pepper Zero Sugar,3.4,0.164,Too sweet for me.,0,0
2021-06-10,Young adults,DR Pepper Classic,4.34,0.181,"Loved the taste, will buy again.",1,1
2018-09-11,Young adults,DR Pepper Classic,2.89,0.153,"Loved the taste, will buy again.",1,1
2021-10-20,Young adults,DR Pepper Zero Sugar,2.79,0.169,Not satisfied with carbonation.,0,0
2021-11-12,Seniors,DR Pepper Classic,3.58,0.175,Packaging was damaged.,1,1
2024-08-17,Middle-aged,DR Pepper Classic,3.03,0.197,Bought for family gathering.,1,1
2018-12-13,Young adults,DR Pepper Classic,3.37,0.105,Prefer sugar-free.,1,1
2021-03-06,Young adults,DR Pepper Zero Sugar,3.79,0.254,Okay but not my favorite.,0,0
2018-12-10,Middle-aged,DR Pepper Zero Sugar,2.48,0.247,Not satisfied with carbonation.,0,3
2023-10-07,Young adults,DR Pepper Classic,3.38,0.145,Okay but not my favorite.,1,1
2018-08-08,Young adults,Diet DR Pepper,3.34,0.161,Packaging was damaged.,3,1
2020-11-07,Middle-aged,Cherry DR Pepper,3.93,0.195,Packaging was damaged.,1,1
2024-10-11,Young adults,Cherry DR Pepper,3.27,0.2,Prefer sugar-free.,1,1
2020-04-21,Middle-aged,DR Pepper Classic,3.41,0.214,Perfect for parties.,1,1
2021-04-15,Seniors,DR Pepper Classic,3.36,0.137,Prefer sugar-free.,1,1
2022-04-29,Teens,DR Pepper Zero Sugar,3.15,0.22,Enjoyed with lunch.,0,3
2022-02-26,Teens,Cherry DR Pepper,3.11,0.138,Not satisfied with carbonation.,2,2
2019-05-01,Seniors,DR Pepper Zero Sugar,3.64,0.224,Too sweet for me.,0,3
2022-10-05,Young adults,DR Pepper Zero Sugar,3.13,0.162,Prefer sugar-free.,0,0
2020-08-31,Teens,Diet DR Pepper,3.73,0.182,Too sweet for me.,3,2
2024-12-25,Middle-aged,DR Pepper Classic,3.21,0.211,Perfect for parties.,1,1
2023-05-12,Young adults,Cherry DR Pepper,3.09,0.154,Okay but not my favorite.,1,1
2019-12-06,Young adults,DR Pepper Zero Sugar,2.52,0.198,"Loved the taste, will buy again.",0,0
2020-04-28,Young adults,DR Pepper Classic,3.85,0.185,Okay but not my favorite.,1,1
2020-10-05,Seniors,DR Pepper Classic,3.28,0.198,Great value for money.,1,1
2019-10-02,Middle-aged,Cherry DR Pepper,2.89,0.177,Too sweet for me.,1,1
2020-03-24,Young adults,Cherry DR Pepper,3.79,0.177,Perfect for parties.,1,1
2022-10-27,Young adults,DR Pepper Classic,3.34,0.204,Enjoyed with lunch.,1,1
2024-04-24,Teens,Cherry DR Pepper,3.55,0.095,Too sweet for me.,2,2
2024-09-17,Seniors,DR Pepper Zero Sugar,2.14,0.135,"Loved the taste, will buy again.",0,3
2021-06-01,Middle-aged,DR Pepper Classic,2.75,0.201,Perfect for parties.,1,1
2020-02-10,Young adults,Diet DR Pepper,2.93,0.185,Prefer sugar-free.,3,1
2018-09-18,Seniors,DR Pepper Zero Sugar,2.54,0.167,Not satisfied with carbonation.,0,3
2022-11-30,Seniors,Cherry DR Pepper,3.42,0.194,"Loved the taste, will buy again.",1,1
2020-02-10,Middle-aged,DR Pepper Classic,3.92,0.197,Prefer sugar-free.,1,1
2024-07-01,Seniors,Diet DR Pepper,2.67,0.201,Too sweet for me.,3,1
2018-08-16,Teens,DR Pepper Classic,3.05,0.16,Perfect for parties.,2,2
2018-01-08,Middle-aged,DR Pepper Classic,3.24,0.166,Okay but not my favorite.,1,1
2019-09-06,Teens,DR Pepper Classic,3.02,0.155,Okay but not my favorite.,2,2
2024-03-05,Middle-aged,DR Pepper Classic,3.39,0.198,Okay but not my favorite.,1,1
2020-12-04,Seniors,DR Pepper Classic,4.01,0.15,Packaging was damaged.,1,1
2024-11-10,Young adults,DR Pepper Classic,3.36,0.134,Not satisfied with carbonation.,1,1
2019-06-06,Middle-aged,DR Pepper Classic,3.63,0.165,Enjoyed with lunch.,1,1
2024-07-17,Teens,Cherry DR Pepper,2.54,0.125,Prefer sugar-free.,2,2
2024-03-29,Middle-aged,Cherry DR Pepper,3.74,0.232,Perfect for parties.,1,1
2022-11-04,Teens,Cherry DR Pepper,4.44,0.14,Not satisfied with carbonation.,2,2
2022-02-11,Teens,DR Pepper Classic,3.55,0.187,Prefer sugar-free.,2,2
2023-06-11,Middle-aged,DR Pepper Classic,3.56,0.169,Prefer sugar-free.,1,1
2023-05-17,Young adults,DR Pepper Classic,3.64,0.159,Perfect for parties.,1,1
2021-09-28,Young adults,DR Pepper Classic,4.28,0.163,Not satisfied with carbonation.,1,1
2024-01-26,Young adults,DR Pepper Zero Sugar,3.68,0.171,Enjoyed with lunch.,0,0
2024-05-04,Middle-aged,DR Pepper Classic,2.99,0.207,Perfect for parties.,1,1
2020-01-19,Middle-aged,DR Pepper Zero Sugar,3.6,0.219,Perfect for parties.,0,3
2021-07-11,Teens,DR Pepper Zero Sugar,3.69,0.188,Okay but not my favorite.,2,3
2020-06-10,Middle-aged,Cherry DR Pepper,2.84,0.134,Prefer sugar-free.,1,1
2019-08-23,Middle-aged,Diet DR Pepper,3.21,0.261,Perfect for parties.,3,1
2024-07-17,Middle-aged,Cherry DR Pepper,3.96,0.168,Okay but not my favorite.,1,1
2018-04-17,Middle-aged,Cherry DR Pepper,2.3,0.203,"Loved the taste, will buy again.",1,1
2018-06-08,Young adults,DR Pepper Classic,3.16,0.209,Bought for family gathering.,1,1
2024-11-11,Seniors,DR Pepper Classic,3.14,0.189,"Loved the taste, will buy again.",1,1
2023-10-21,Seniors,DR Pepper Zero Sugar,2.68,0.204,Perfect for parties.,0,3
2018-08-15,Middle-aged,DR Pepper Classic,4.02,0.231,Packaging was damaged.,1,1
2019-08-30,Young adults,DR Pepper Classic,3.47,0.193,Perfect for parties.,1,1
2023-05-14,Teens,DR Pepper Zero Sugar,3.21,0.173,Okay but not my favorite.,2,3
2018-04-12,Middle-aged,DR Pepper Classic,3.54,0.163,Prefer sugar-free.,1,1
2021-10-11,Teens,Cherry DR Pepper,4.93,0.129,Prefer sugar-free.,2,2
2021-02-24,Teens,DR Pepper Zero Sugar,3.5,0.121,Packaging was damaged.,2,3
2021-11-18,Seniors,DR Pepper Zero Sugar,2.99,0.099,Okay but not my favorite.,0,3
2018-09-17,Young adults,Cherry DR Pepper,3.57,0.152,Okay but not my favorite.,1,1
2018-10-04,Young adults,DR Pepper Classic,3.15,0.149,Enjoyed with lunch.,1,1
2020-03-20,Seniors,Diet DR Pepper,2.71,0.142,Not satisfied with carbonation.,3,1
2019-08-19,Middle-aged,DR Pepper Classic,2.9,0.22,Perfect for parties.,1,1
2019-04-10,Young adults,Cherry DR Pepper,4.19,0.157,Too sweet for me.,1,1
2023-12-22,Young adults,Diet DR Pepper,2.75,0.205,Okay but not my favorite.,3,1
2022-03-27,Middle-aged,DR Pepper Classic,3.82,0.153,Prefer sugar-free.,1,1
2022-10-12,Middle-aged,DR Pepper Zero Sugar,2.75,0.18,Prefer sugar-free.,0,3
2023-10-22,Middle-aged,Cherry DR Pepper,3.32,0.188,Too sweet for me.,1,1
2018-06-20,Teens,Diet DR Pepper,3.03,0.186,Not satisfied with carbonation.,3,2
2018-09-04,Middle-aged,DR Pepper Classic,4.4,0.202,Prefer sugar-free.,1,1
2018-12-20,Young adults,DR Pepper Zero Sugar,4.52,0.189,Great value for money.,0,0
2023-09-20,Middle-aged,Cherry DR Pepper,3.52,0.167,Too sweet for me.,1,1
2023-11-30,Middle-aged,DR Pepper Classic,3.27,0.226,Bought for family gathering.,1,1
2023-03-20,Teens,Cherry DR Pepper,4.18,0.148,Enjoyed with lunch.,2,2
2019-04-06,Young adults,DR Pepper Classic,3.58,0.127,Prefer sugar-free.,1,1
2023-10-15,Middle-aged,DR Pepper Zero Sugar,2.67,0.221,Enjoyed with lunch.,0,3
2021-10-24,Middle-aged,DR Pepper Classic,3.75,0.209,Too sweet for me.,1,1
2019-04-06,Young adults,DR Pepper Classic,3.88,0.17,Prefer sugar-free.,1,1
2019-06-30,Young adults,DR Pepper Classic,3.38,0.17,Perfect for parties.,1,1
2022-02-06,Teens,DR Pepper Classic,3.39,0.118,Packaging was damaged.,2,2
2019-12-11,Young adults,Diet DR Pepper,4.06,0.215,Too sweet for me.,3,1
2023-06-28,Teens,Cherry DR Pepper,3.29,0.172,Great value for money.,2,2
2018-02-13,Middle-aged,Cherry DR Pepper,3.43,0.168,Enjoyed with lunch.,1,1
2022-11-24,Middle-aged,DR Pepper Classic,3.27,0.202,Packaging was damaged.,1,1
2021-09-20,Seniors,DR Pepper Classic,4.35,0.149,Enjoyed with lunch.,1,1
2021-10-03,Middle-aged,Cherry DR Pepper,2.71,0.162,Enjoyed with lunch.,1,1
2023-01-06,Middle-aged,DR Pepper Classic,3.91,0.247,Packaging was damaged.,1,1
2021-07-09,Young adults,DR Pepper Classic,3.49,0.169,Perfect for parties.,1,1
2018-03-16,Middle-aged,DR Pepper Zero Sugar,3.91,0.175,Perfect for parties.,0,3
2022-03-30,Young adults,DR Pepper Zero Sugar,3.18,0.144,Enjoyed with lunch.,0,0
2023-03-30,Young adults,DR Pepper Zero Sugar,1.92,0.173,Bought for family gathering.,0,0
2019-04-13,Young adults,DR Pepper Zero Sugar,3.81,0.116,Perfect for parties.,0,0
2018-01-05,Teens,DR Pepper Classic,3.38,0.145,Prefer sugar-free.,2,2
2024-06-06,Young adults,DR Pepper Classic,2.48,0.216,Enjoyed with lunch.,1,1
2021-04-25,Teens,Diet DR Pepper,3.0,0.178,Packaging was damaged.,3,2
2021-05-09,Teens,Cherry DR Pepper,3.72,0.164,Perfect for parties.,2,2
2022-02-22,Young adults,DR Pepper Classic,2.98,0.252,Too sweet for me.,1,1
2024-12-08,Middle-aged,DR Pepper Zero Sugar,2.23,0.208,Prefer sugar-free.,0,3
2020-08-06,Young adults,DR Pepper Classic,3.65,0.153,Okay but not my favorite.,1,1
2024-04-17,Teens,DR Pepper Zero Sugar,2.38,0.175,Packaging was damaged.,0,3
2019-10-29,Young adults,DR Pepper Zero Sugar,2.49,0.184,Okay but not my favorite.,0,0
2018-03-10,Teens,DR Pepper Classic,4.18,0.151,Enjoyed with lunch.,2,2
2021-06-26,Middle-aged,Cherry DR Pepper,3.53,0.209,Not satisfied with carbonation.,1,1
2018-08-20,Middle-aged,DR Pepper Classic,2.89,0.188,Not satisfied with carbonation.,1,1
2022-07-05,Teens,DR Pepper Classic,3.05,0.206,Not satisfied with carbonation.,2,2
2024-07-04,Teens,DR Pepper Classic,3.69,0.101,Packaging was damaged.,2,2
2023-03-18,Young adults,Cherry DR Pepper,3.91,0.204,Enjoyed with lunch.,1,1
2020-03-03,Young adults,DR Pepper Zero Sugar,3.33,0.184,Okay but not my favorite.,0,0
2021-03-05,Young adults,DR Pepper Classic,3.9,0.194,Too sweet for me.,1,1
2022-06-02,Young adults,DR Pepper Zero Sugar,3.17,0.169,Too sweet for me.,0,0
2020-02-06,Young adults,DR Pepper Classic,3.8,0.225,"Loved the taste, will buy again.",1,1
2022-08-23,Seniors,DR Pepper Zero Sugar,2.76,0.197,Not satisfied with carbonation.,0,3
2024-12-01,Middle-aged,DR Pepper Classic,2.94,0.177,"Loved the taste, will buy again.",1,1
2020-12-20,Middle-aged,DR Pepper Classic,4.18,0.234,Prefer sugar-free.,1,1
2018-03-28,Middle-aged,DR Pepper Zero Sugar,3.44,0.209,Bought for family gathering.,0,3
2023-07-21,Teens,DR Pepper Classic,3.36,0.132,Prefer sugar-free.,2,2
2021-03-28,Teens,Cherry DR Pepper,3.37,0.099,Bought for family gathering.,2,2
2024-09-12,Young adults,DR Pepper Classic,4.64,0.203,Okay but not my favorite.,1,1
2022-05-25,Middle-aged,DR Pepper Classic,3.05,0.178,Packaging was damaged.,1,1
2021-11-24,Middle-aged,DR Pepper Zero Sugar,3.11,0.216,Bought for family gathering.,0,3
2024-11-14,Young adults,DR Pepper Classic,3.16,0.224,Bought for family gathering.,1,1
2024-08-08,Teens,Cherry DR Pepper,3.49,0.126,Great value for money.,2,2
2018-03-22,Middle-aged,DR Pepper Classic,3.12,0.24,Packaging was damaged.,1,1
2023-11-11,Young adults,Cherry DR Pepper,2.62,0.146,Not satisfied with carbonation.,1,1
2018-03-13,Middle-aged,DR Pepper Classic,3.7,0.244,Packaging was damaged.,1,1
2020-12-16,Young adults,DR Pepper Classic,3.83,0.235,Great value for money.,1,1
2022-03-27,Teens,DR Pepper Classic,3.17,0.177,Okay but not my favorite.,2,2
2024-12-29,Middle-aged,DR Pepper Classic,4.8,0.213,"Loved the taste, will buy again.",1,1
2022-08-09,Young adults,Diet DR Pepper,3.34,0.207,Packaging was damaged.,3,1
2021-12-23,Young adults,Cherry DR Pepper,3.78,0.17,Enjoyed with lunch.,1,1
2019-12-21,Seniors,DR Pepper Classic,3.69,0.13,Great value for money.,1,1
2022-06-15,Teens,DR Pepper Classic,3.2,0.128,Great value for money.,2,2
2024-09-11,Young adults,DR Pepper Classic,3.01,0.249,Too sweet for me.,1,1
2024-11-12,Young adults,DR Pepper Classic,3.12,0.145,Prefer sugar-free.,1,1
2024-03-02,Teens,DR Pepper Classic,3.23,0.179,"Loved the taste, will buy again.",2,2
2018-04-07,Teens,DR Pepper Classic,3.78,0.147,Enjoyed with lunch.,2,2
2024-11-24,Teens,DR Pepper Zero Sugar,2.81,0.139,Packaging was damaged.,2,3
2022-01-23,Young adults,DR Pepper Zero Sugar,3.31,0.231,Prefer sugar-free.,0,0
2018-09-22,Young adults,DR Pepper Zero Sugar,2.37,0.183,Great value for money.,0,0
2018-09-26,Middle-aged,Cherry DR Pepper,3.38,0.228,"Loved the taste, will buy again.",1,1
2020-07-29,Young adults,DR Pepper Classic,3.14,0.252,Okay but not my favorite.,1,1
2018-09-21,Middle-aged,DR Pepper Classic,1.59,0.194,Enjoyed with lunch.,1,1
2022-06-21,Young adults,DR Pepper Classic,3.27,0.194,Great value for money.,1,1
2018-01-07,Teens,DR Pepper Zero Sugar,2.48,0.171,"Loved the taste, will buy again.",0,3
2019-02-03,Young adults,Diet DR Pepper,3.43,0.17,Perfect for parties.,3,1
2018-07-03,Middle-aged,Cherry DR Pepper,4.07,0.215,Prefer sugar-free.,1,1
2024-10-23,Teens,DR Pepper Zero Sugar,2.3,0.184,Prefer sugar-free.,0,3
2022-04-02,Young adults,DR Pepper Zero Sugar,2.88,0.203,Okay but not my favorite.,0,0
2018-04-03,Teens,Diet DR Pepper,2.56,0.154,Bought for family gathering.,3,2
2022-06-02,Middle-aged,DR Pepper Zero Sugar,3.16,0.113,Bought for family gathering.,0,3
2024-11-29,Seniors,Cherry DR Pepper,3.36,0.127,"Loved the taste, will buy again.",1,1
2024-08-05,Young adults,DR Pepper Zero Sugar,2.73,0.235,Prefer sugar-free.,0,0
2018-04-21,Young adults,DR Pepper Classic,3.39,0.151,Prefer sugar-free.,1,1
2021-09-27,Young adults,Diet DR Pepper,3.34,0.215,Bought for family gathering.,3,1
2018-11-04,Seniors,DR Pepper Classic,3.53,0.133,Too sweet for me.,1,1
2019-02-21,Middle-aged,Cherry DR Pepper,3.9,0.171,Okay but not my favorite.,1,1
2018-03-18,Teens,DR Pepper Classic,3.86,0.17,Prefer sugar-free.,2,2
2019-08-30,Teens,Diet DR Pepper,3.13,0.197,Perfect for parties.,3,2
2020-12-05,Young adults,DR Pepper Classic,2.98,0.2,Bought for family gathering.,1,1
2021-09-11,Middle-aged,DR Pepper Classic,2.7,0.211,Too sweet for me.,1,1
2024-03-12,Young adults,DR Pepper Classic,3.12,0.139,Perfect for parties.,1,1
2019-03-17,Middle-aged,DR Pepper Classic,3.61,0.136,Not satisfied with carbonation.,1,1
2020-02-27,Young adults,Cherry DR Pepper,3.01,0.167,Okay but not my favorite.,1,1
2019-08-03,Young adults,Cherry DR Pepper,4.24,0.185,Perfect for parties.,1,1
2021-08-16,Young adults,DR Pepper Classic,2.97,0.178,Bought for family gathering.,1,1
2021-08-02,Seniors,DR Pepper Classic,3.44,0.236,Perfect for parties.,1,1
2022-12-28,Young adults,DR Pepper Zero Sugar,3.74,0.134,Prefer sugar-free.,0,0
2019-10-01,Middle-aged,DR Pepper Zero Sugar,2.91,0.191,Prefer sugar-free.,0,3
2024-12-16,Teens,Cherry DR Pepper,3.15,0.2,Bought for family gathering.,2,2
2022-11-04,Teens,DR Pepper Classic,2.24,0.17,Bought for family gathering.,2,2
2022-09-14,Seniors,Cherry DR Pepper,3.9,0.137,"Loved the taste, will buy again.",1,1
2019-06-10,Middle-aged,DR Pepper Classic,3.66,0.134,"Loved the taste, will buy again.",1,1
2022-06-26,Middle-aged,Cherry DR Pepper,3.99,0.188,Not satisfied with carbonation.,1,1
2024-01-08,Young adults,DR Pepper Classic,3.56,0.15,Too sweet for me.,1,1
2023-02-04,Teens,Cherry DR Pepper,3.43,0.137,Not satisfied with carbonation.,2,2
2020-06-09,Young adults,DR Pepper Zero Sugar,2.61,0.249,Enjoyed with lunch.,0,0
2021-04-16,Young adults,Cherry DR Pepper,3.72,0.15,Okay but not my favorite.,1,1
2023-06-14,Middle-aged,DR Pepper Classic,3.99,0.181,Enjoyed with lunch.,1,1
2022-04-18,Teens,Cherry DR Pepper,2.22,0.177,Prefer sugar-free.,2,2
2018-01-09,Young adults,Cherry DR Pepper,4.17,0.189,Great value for money.,1,1
2021-10-06,Young adults,Cherry DR Pepper,3.55,0.225,Too sweet for me.,1,1
2018-07-22,Seniors,DR Pepper Zero Sugar,2.92,0.195,Enjoyed with lunch.,0,3
2024-04-29,Young adults,DR Pepper Zero Sugar,3.35,0.159,Packaging was damaged.,0,0
2021-03-18,Young adults,DR Pepper Classic,3.41,0.195,"Loved the taste, will buy again.",1,1
2021-01-20,Middle-aged,DR Pepper Classic,3.61,0.203,Packaging was damaged.,1,1
2019-07-19,Young adults,DR Pepper Classic,2.68,0.127,Enjoyed with lunch.,1,1
2019-06-11,Young adults,Cherry DR Pepper,3.56,0.245,Prefer sugar-free.,1,1
2022-01-19,Young adults,DR Pepper Classic,3.75,0.148,Bought for family gathering.,1,1
2022-06-03,Middle-aged,DR Pepper Classic,3.3,0.197,Great value for money.,1,1
2020-09-06,Middle-aged,Diet DR Pepper,3.03,0.186,"Loved the taste, will buy again.",3,1
2019-10-24,Teens,Cherry DR Pepper,3.78,0.154,Okay but not my favorite.,2,2
2023-07-19,Young adults,Cherry DR Pepper,3.92,0.186,"Loved the taste, will buy again.",1,1
2021-12-27,Young adults,DR Pepper Classic,4.26,0.197,Okay but not my favorite.,1,1
2019-07-02,Young adults,Cherry DR Pepper,3.92,0.166,Enjoyed with lunch.,1,1
2018-04-04,Young adults,DR Pepper Zero Sugar,3.68,0.212,Too sweet for me.,0,0
2020-05-14,Young adults,DR Pepper Classic,3.45,0.16,Okay but not my favorite.,1,1
2024-11-28,Middle-aged,DR Pepper Zero Sugar,1.82,0.184,Enjoyed with lunch.,0,3
2018-06-15,Young adults,DR Pepper Classic,3.29,0.128,Enjoyed with lunch.,1,1
2020-11-29,Young adults,DR Pepper Classic,3.09,0.187,Enjoyed with lunch.,1,1
2020-12-23,Middle-aged,DR Pepper Classic,3.47,0.246,Okay but not my favorite.,1,1
2022-01-15,Middle-aged,Cherry DR Pepper,3.54,0.193,Not satisfied with carbonation.,1,1
2022-12-11,Young adults,Cherry DR Pepper,3.83,0.233,Prefer sugar-free.,1,1
2022-07-24,Seniors,Diet DR Pepper,2.86,0.137,"Loved the taste, will buy again.",3,1
2022-11-10,Teens,Cherry DR Pepper,3.81,0.109,Great value for money.,2,2
2024-08-26,Young adults,DR Pepper Zero Sugar,3.18,0.222,Bought for family gathering.,0,0
2024-10-30,Teens,DR Pepper Classic,3.52,0.145,Packaging was damaged.,2,2
2018-10-02,Middle-aged,DR Pepper Classic,2.77,0.171,Perfect for parties.,1,1
2023-12-13,Middle-aged,DR Pepper Classic,3.95,0.208,Too sweet for me.,1,1
2019-06-05,Middle-aged,DR Pepper Classic,3.81,0.21,Okay but not my favorite.,1,1
2021-08-05,Young adults,DR Pepper Zero Sugar,2.9,0.208,Too sweet for me.,0,0
2021-02-24,Middle-aged,Cherry DR Pepper,2.79,0.19,"Loved the taste, will buy again.",1,1
2024-03-13,Young adults,Cherry DR Pepper,3.85,0.139,Prefer sugar-free.,1,1
2021-02-03,Middle-aged,DR Pepper Zero Sugar,2.74,0.192,Bought for family gathering.,0,3
2022-04-29,Teens,DR Pepper Zero Sugar,2.73,0.149,Prefer sugar-free.,0,3
2023-10-06,Young adults,DR Pepper Classic,3.46,0.214,Packaging was damaged.,1,1
2019-09-06,Seniors,Diet DR Pepper,3.93,0.125,Okay but not my favorite.,3,1
2018-06-21,Young adults,DR Pepper Zero Sugar,3.07,0.169,Packaging was damaged.,0,0
2023-06-11,Young adults,DR Pepper Zero Sugar,2.94,0.189,Packaging was damaged.,0,0
2018-01-06,Young adults,DR Pepper Classic,3.24,0.226,Okay but not my favorite.,1,1
2020-11-23,Middle-aged,Cherry DR Pepper,3.72,0.18,Enjoyed with lunch.,1,1
2019-06-23,Young adults,DR Pepper Classic,3.5,0.156,Perfect for parties.,1,1
2024-11-24,Young adults,Diet DR Pepper,3.5,0.2,Great value for money.,3,1
2022-06-20,Teens,DR Pepper Classic,3.23,0.082,Too sweet for me.,2,2
2021-07-02,Young adults,DR Pepper Classic,3.09,0.163,Not satisfied with carbonation.,1,1
2019-07-10,Seniors,DR Pepper Classic,3.28,0.188,Not satisfied with carbonation.,1,1
2019-08-28,Seniors,DR Pepper Classic,3.46,0.181,Too sweet for me.,1,1
2018-09-04,Seniors,DR Pepper Classic,3.49,0.176,Not satisfied with carbonation.,1,1
2018-11-13,Young adults,Cherry DR Pepper,3.7,0.131,Enjoyed with lunch.,1,1
2021-06-28,Middle-aged,DR Pepper Classic,3.0,0.162,"Loved the taste, will buy again.",1,1
2020-01-24,Young adults,DR Pepper Zero Sugar,2.96,0.22,Perfect for parties.,0,0
2023-01-05,Young adults,DR Pepper Zero Sugar,3.34,0.177,Perfect for parties.,0,0
2024-04-06,Middle-aged,DR Pepper Classic,4.14,0.193,Enjoyed with lunch.,1,1
2018-05-16,Middle-aged,DR Pepper Classic,3.99,0.176,Too sweet for me.,1,1
2024-03-24,Teens,DR Pepper Classic,3.47,0.151,Too sweet for me.,2,2
2019-04-04,Seniors,DR Pepper Classic,3.42,0.155,Packaging was damaged.,1,1
2022-06-08,Middle-aged,DR Pepper Classic,4.12,0.226,Enjoyed with lunch.,1,1
2021-01-14,Middle-aged,DR Pepper Classic,3.45,0.168,Okay but not my favorite.,1,1
2021-02-09,Middle-aged,DR Pepper Classic,3.93,0.225,Prefer sugar-free.,1,1
2018-03-10,Young adults,DR Pepper Classic,3.49,0.229,Too sweet for me.,1,1
2021-10-17,Middle-aged,Cherry DR Pepper,2.5,0.219,Okay but not my favorite.,1,1
2023-07-11,Young adults,DR Pepper Classic,3.83,0.143,Too sweet for me.,1,1
2018-10-13,Young adults,DR Pepper Zero Sugar,3.48,0.205,Packaging was damaged.,0,0
2022-01-06,Young adults,Cherry DR Pepper,3.54,0.165,Not satisfied with carbonation.,1,1
2024-01-08,Middle-aged,Diet DR Pepper,2.62,0.184,"Loved the taste, will buy again.",3,1
2022-02-16,Middle-aged,DR Pepper Zero Sugar,3.76,0.204,Perfect for parties.,0,3
2019-03-17,Seniors,Cherry DR Pepper,3.63,0.163,Perfect for parties.,1,1
2020-07-09,Teens,DR Pepper Classic,3.33,0.136,Okay but not my favorite.,2,2
2021-04-14,Young adults,DR Pepper Classic,3.72,0.201,Prefer sugar-free.,1,1
2022-09-30,Middle-aged,DR Pepper Zero Sugar,4.37,0.203,Enjoyed with lunch.,0,3
2022-04-27,Middle-aged,DR Pepper Zero Sugar,3.24,0.143,"Loved the taste, will buy again.",0,3
2020-01-11,Middle-aged,DR Pepper Zero Sugar,3.09,0.231,Prefer sugar-free.,0,3
2019-12-14,Young adults,Cherry DR Pepper,3.73,0.216,Bought for family gathering.,1,1
2023-01-29,Middle-aged,DR Pepper Zero Sugar,3.83,0.218,Too sweet for me.,0,3
2024-08-19,Teens,Cherry DR Pepper,3.96,0.17,Enjoyed with lunch.,2,2
2024-10-14,Middle-aged,Cherry DR Pepper,4.13,0.193,Enjoyed with lunch.,1,1
2021-10-06,Teens,Diet DR Pepper,3.35,0.114,Bought for family gathering.,3,2
2024-12-16,Teens,Cherry DR Pepper,3.97,0.155,Prefer sugar-free.,2,2
2021-03-16,Middle-aged,Cherry DR Pepper,3.56,0.246,Bought for family gathering.,1,1
2022-06-17,Young adults,Cherry DR Pepper,3.78,0.188,Great value for money.,1,1
2024-02-28,Teens,DR Pepper Zero Sugar,2.66,0.2,Too sweet for me.,0,3
2023-01-02,Young adults,DR Pepper Classic,3.25,0.231,Prefer sugar-free.,1,1
2023-04-27,Teens,DR Pepper Classic,3.75,0.149,Perfect for parties.,2,2
2024-09-26,Young adults,DR Pepper Classic,3.15,0.166,Perfect for parties.,1,1
2018-08-08,Teens,Cherry DR Pepper,3.77,0.137,Too sweet for me.,2,2
2022-12-04,Young adults,DR Pepper Classic,3.32,0.176,Too sweet for me.,1,1
2019-09-09,Teens,DR Pepper Classic,2.94,0.121,Okay but not my favorite.,2,2
2018-09-08,Young adults,DR Pepper Classic,3.61,0.197,Okay but not my favorite.,1,1
